Reporting Starts,Reporting Ends,Campaign Name,Ad Set Name,Ad Name,Amount Spent (USD),Impressions,Link Clicks,CPM,CTR,Purchases,Purchases Conversion Value
2025-05-04,2025-05-04,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,11.93,501,5,23.81,1.13,0,0.0
2025-05-04,2025-05-04,Sport Sneakers - TOF - Interests,Broad Interests - Sport Sneakers,Creative A - Sport Sneakers,5.2,215,2,24.18,1.02,0,0.0
2025-05-05,2025-05-05,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,5.46,375,4,14.56,1.23,0,0.0
2025-05-05,2025-05-05,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,8.0,608,8,13.15,1.32,0,0.0
2025-05-05,2025-05-05,Last Season Dress - BOF - Retargeting,Website Visitors - Last Season Dress,DPA - Last Season Dre,11.14,852,21,13.08,2.58,1,14.99
2025-05-05,2025-05-05,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,25.99,1144,9,22.72,0.81,1,10.0
2025-05-05,2025-05-05,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,12.58,943,13,13.34,1.46,0,0.0
2025-05-05,2025-05-05,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,7.94,505,7,15.72,1.49,0,0.0
2025-05-05,2025-05-05,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,12.84,561,4,22.89,0.87,0,0.0
2025-05-05,2025-05-05,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,11.77,643,8,18.3,1.36,0,0.0
2025-05-05,2025-05-05,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,5.01,361,4,13.87,1.12,0,0.0
2025-05-06,2025-05-06,Baseball Cap - BOF - Retargeting,Website Visitors - Baseball Cap,DPA - Baseball Cap,4.48,358,8,12.51,2.33,1,17.99
2025-05-06,2025-05-06,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,10.45,870,7,12.01,0.86,1,12.0
2025-05-06,2025-05-06,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,4.74,234,2,20.24,1.2,0,0.0
2025-05-06,2025-05-06,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,5.72,397,12,14.41,3.21,1,53.99
2025-05-06,2025-05-06,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,13.36,645,8,20.72,1.3,1,36.0
2025-05-06,2025-05-06,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,12.16,728,6,16.7,0.88,0,0.0
2025-05-07,2025-05-07,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,7.47,425,5,17.58,1.3,0,0.0
2025-05-07,2025-05-07,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,26.18,1161,16,22.55,1.45,0,0.0
2025-05-07,2025-05-07,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,28.73,1542,15,18.63,1.01,0,0.0
2025-05-07,2025-05-07,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,6.52,717,15,9.09,2.16,1,53.99
2025-05-07,2025-05-07,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,15.2,1071,11,14.19,1.12,1,36.0
2025-05-07,2025-05-07,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,6.61,496,5,13.33,1.19,0,0.0
2025-05-08,2025-05-08,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,7.26,328,3,22.13,1.2,0,0.0
2025-05-08,2025-05-08,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,11.94,730,9,16.36,1.28,0,0.0
2025-05-08,2025-05-08,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,25.28,1116,11,22.65,1.03,0,0.0
2025-05-08,2025-05-08,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,6.27,517,5,12.13,1.03,0,0.0
2025-05-09,2025-05-09,Cashmere Sweater - BOF - Retargeting,Website Visitors - Cashmere Sweater,DPA - Cashmere Sweate,16.41,1499,47,10.95,3.18,1,143.99
2025-05-09,2025-05-09,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,38.29,1977,18,19.37,0.96,1,95.99
2025-05-09,2025-05-09,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,26.89,1925,25,13.97,1.32,0,0.0
2025-05-09,2025-05-09,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,3.08,172,2,17.9,1.2,0,0.0
2025-05-09,2025-05-09,Discontinued Boots - BOF - Retargeting,Website Visitors - Discontinued Boots,DPA - Discontinued Bo,34.17,3919,155,8.72,3.96,1,47.99
2025-05-09,2025-05-09,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,79.72,3844,33,20.74,0.87,1,31.99
2025-05-09,2025-05-09,Polo Shirt - BOF - Retargeting,Website Visitors - Polo Shirt,DPA - Polo Shirt,5.69,677,26,8.41,3.85,1,29.99
2025-05-09,2025-05-09,Polo Shirt - TOF - Interests,Broad Interests - Polo Shirt,Creative A - Polo Shirt,13.3,767,10,17.34,1.34,1,20.0
2025-05-09,2025-05-09,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,5.74,239,2,24.02,1.19,0,0.0
2025-05-09,2025-05-09,Standard Lanyard - BOF - Retargeting,Website Visitors - Standard Lanyard,DPA - Standard Lanyar,4.14,326,9,12.7,2.79,1,9.59
2025-05-09,2025-05-09,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,9.68,443,5,21.84,1.16,1,6.39
2025-05-10,2025-05-10,Cashmere Sweater - BOF - Retargeting,Website Visitors - Cashmere Sweater,DPA - Cashmere Sweate,7.21,599,16,12.04,2.75,1,71.99
2025-05-10,2025-05-10,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,16.83,1108,12,15.19,1.14,1,48.0
2025-05-10,2025-05-10,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,21.51,1499,15,14.35,1.04,0,0.0
2025-05-10,2025-05-10,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,24.73,2037,21,12.14,1.04,0,0.0
2025-05-11,2025-05-11,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,7.57,348,4,21.75,1.19,0,0.0
2025-05-11,2025-05-11,Clearance Jacket - BOF - Retargeting,Website Visitors - Clearance Jacket,DPA - Clearance Jacke,14.51,969,31,14.97,3.25,1,17.99
2025-05-11,2025-05-11,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,33.87,1867,26,18.14,1.42,1,12.0
2025-05-11,2025-05-11,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,11.42,505,5,22.61,1.01,0,0.0
2025-05-11,2025-05-11,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,14.11,1100,15,12.83,1.39,0,0.0
2025-05-11,2025-05-11,Running Shorts - BOF - Retargeting,Website Visitors - Running Shorts,DPA - Running Shorts,8.35,696,15,11.99,2.19,1,41.99
2025-05-11,2025-05-11,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,19.46,1403,12,13.87,0.86,1,27.99
2025-05-12,2025-05-12,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,7.45,585,15,12.73,2.57,1,65.99
2025-05-12,2025-05-12,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,17.38,873,12,19.91,1.39,1,44.0
2025-05-12,2025-05-12,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,6.76,527,5,12.82,1.13,0,0.0
2025-05-12,2025-05-12,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,16.39,718,6,22.83,0.85,0,0.0
2025-05-12,2025-05-12,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,12.25,807,7,15.18,0.97,0,0.0
2025-05-12,2025-05-12,Overstock Pants - BOF - Retargeting,Website Visitors - Overstock Pants,DPA - Overstock Pants,11.96,1412,29,8.47,2.08,1,11.99
2025-05-12,2025-05-12,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,27.89,1678,16,16.62,0.99,1,8.0
2025-05-12,2025-05-12,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,6.75,329,2,20.51,0.81,0,0.0
2025-05-12,2025-05-12,Premium Leather Bag - BOF - Retargeting,Website Visitors - Premium Leather Bag,DPA - Premium Leather,17.71,1843,59,9.61,3.23,1,143.99
2025-05-12,2025-05-12,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,41.31,1695,13,24.37,0.82,1,95.99
2025-05-12,2025-05-12,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,12.48,521,5,23.95,1.09,0,0.0
2025-05-12,2025-05-12,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,11.9,706,8,16.85,1.24,0,0.0
2025-05-12,2025-05-12,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,6.17,259,2,23.81,1.07,0,0.0
2025-05-13,2025-05-13,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,9.02,730,9,12.35,1.36,0,0.0
2025-05-13,2025-05-13,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,17.09,769,11,22.23,1.48,0,0.0
2025-05-13,2025-05-13,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,9.32,375,3,24.85,1.04,0,0.0
2025-05-13,2025-05-13,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,6.08,271,2,22.44,0.84,0,0.0
2025-05-13,2025-05-13,Polo Shirt - BOF - Retargeting,Website Visitors - Polo Shirt,DPA - Polo Shirt,5.87,596,13,9.85,2.28,1,29.99
2025-05-13,2025-05-13,Polo Shirt - TOF - Interests,Broad Interests - Polo Shirt,Creative A - Polo Shirt,13.7,721,7,19.0,1.05,1,20.0
2025-05-14,2025-05-14,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,5.55,401,5,13.83,1.36,0,0.0
2025-05-14,2025-05-14,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,7.87,340,4,23.14,1.38,0,0.0
2025-05-14,2025-05-14,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,9.76,433,5,22.55,1.26,0,0.0
2025-05-14,2025-05-14,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,13.63,698,8,19.53,1.17,0,0.0
2025-05-14,2025-05-14,Discontinued Boots - BOF - Retargeting,Website Visitors - Discontinued Boots,DPA - Discontinued Bo,35.84,4349,150,8.24,3.47,1,47.99
2025-05-14,2025-05-14,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,83.59,3777,51,22.13,1.37,1,31.99
2025-05-14,2025-05-14,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,9.14,528,7,17.31,1.34,0,0.0
2025-05-14,2025-05-14,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,11.77,785,7,14.99,0.99,0,0.0
2025-05-15,2025-05-15,Baseball Cap - BOF - Retargeting,Website Visitors - Baseball Cap,DPA - Baseball Cap,8.79,1060,35,8.29,3.33,1,35.99
2025-05-15,2025-05-15,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,20.51,948,7,21.64,0.83,1,23.99
2025-05-15,2025-05-15,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,14.82,899,12,16.49,1.41,0,0.0
2025-05-15,2025-05-15,Cashmere Sweater - BOF - Retargeting,Website Visitors - Cashmere Sweater,DPA - Cashmere Sweate,8.27,716,23,11.55,3.29,1,71.99
2025-05-15,2025-05-15,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,19.3,1270,11,15.2,0.87,1,48.0
2025-05-15,2025-05-15,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,3.03,191,2,15.86,1.08,0,0.0
2025-05-15,2025-05-15,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,7.23,492,4,14.69,0.89,0,0.0
2025-05-15,2025-05-15,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,19.05,1023,10,18.62,1.07,0,0.0
2025-05-15,2025-05-15,Luxury Silk Scarf - BOF - Retargeting,Website Visitors - Luxury Silk Scarf,DPA - Luxury Silk Sca,11.41,1275,37,8.95,2.96,1,107.99
2025-05-15,2025-05-15,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,26.62,1219,12,21.84,1.03,1,71.99
2025-05-15,2025-05-15,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,23.86,1888,16,12.64,0.88,0,0.0
2025-05-16,2025-05-16,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,14.83,1018,9,14.57,0.94,0,0.0
2025-05-16,2025-05-16,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,19.44,785,8,24.76,1.13,0,0.0
2025-05-16,2025-05-16,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,21.86,916,10,23.86,1.16,0,0.0
2025-05-16,2025-05-16,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,7.75,630,9,12.3,1.48,0,0.0
2025-05-16,2025-05-16,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,12.12,696,8,17.42,1.2,0,0.0
2025-05-16,2025-05-16,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,9.12,440,6,20.73,1.44,0,0.0
2025-05-16,2025-05-16,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,13.69,630,7,21.73,1.14,0,0.0
2025-05-17,2025-05-17,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,5.48,450,6,12.18,1.45,0,0.0
2025-05-17,2025-05-17,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,9.72,456,4,21.31,0.99,0,0.0
2025-05-17,2025-05-17,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,8.42,556,6,15.14,1.09,0,0.0
2025-05-17,2025-05-17,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,21.11,864,8,24.43,0.97,0,0.0
2025-05-17,2025-05-17,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,11.53,1046,40,11.02,3.9,1,107.99
2025-05-17,2025-05-17,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,26.91,1267,15,21.24,1.2,1,71.99
2025-05-18,2025-05-18,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,6.36,375,3,16.96,0.97,0,0.0
2025-05-18,2025-05-18,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,13.36,628,7,21.27,1.27,0,0.0
2025-05-18,2025-05-18,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,22.15,1547,22,14.32,1.42,0,0.0
2025-05-18,2025-05-18,Luxury Silk Scarf - BOF - Retargeting,Website Visitors - Luxury Silk Scarf,DPA - Luxury Silk Sca,6.06,418,9,14.49,2.29,1,53.99
2025-05-18,2025-05-18,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,14.13,574,8,24.61,1.44,1,36.0
2025-05-18,2025-05-18,Premium Leather Bag - BOF - Retargeting,Website Visitors - Premium Leather Bag,DPA - Premium Leather,8.72,1001,33,8.71,3.3,1,71.99
2025-05-18,2025-05-18,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,20.35,1614,13,12.61,0.83,1,48.0
2025-05-18,2025-05-18,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,13.68,890,7,15.37,0.86,0,0.0
2025-05-18,2025-05-18,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,9.25,706,10,13.1,1.42,0,0.0
2025-05-18,2025-05-18,Sport Sneakers - TOF - Interests,Broad Interests - Sport Sneakers,Creative A - Sport Sneakers,10.61,519,5,20.45,1.06,0,0.0
2025-05-19,2025-05-19,Basic Phone Case - BOF - Retargeting,Website Visitors - Basic Phone Case,DPA - Basic Phone Cas,3.28,242,8,13.56,3.66,1,7.79
2025-05-19,2025-05-19,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,7.67,459,6,16.72,1.34,1,5.2
2025-05-19,2025-05-19,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,11.66,477,6,24.45,1.31,0,0.0
2025-05-19,2025-05-19,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,13.15,533,6,24.67,1.28,0,0.0
2025-05-19,2025-05-19,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,11.84,745,6,15.89,0.82,0,0.0
2025-05-19,2025-05-19,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,11.82,967,9,12.22,0.96,0,0.0
2025-05-20,2025-05-20,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,7.01,327,3,21.43,1.21,0,0.0
2025-05-20,2025-05-20,Cotton Hoodie - BOF - Retargeting,Website Visitors - Cotton Hoodie,DPA - Cotton Hoodie,10.67,1109,29,9.62,2.66,1,53.99
2025-05-20,2025-05-20,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,24.92,1835,18,13.58,1.01,1,35.99
2025-05-20,2025-05-20,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,12.27,518,4,23.69,0.84,0,0.0
2025-05-21,2025-05-21,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,15.22,1028,26,14.81,2.57,1,131.99
2025-05-21,2025-05-21,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,35.55,2523,36,14.09,1.46,1,87.99
2025-05-21,2025-05-21,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,7.71,319,2,24.16,0.88,0,0.0
2025-05-21,2025-05-21,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,5.56,368,5,15.11,1.47,0,0.0
2025-05-21,2025-05-21,Canvas Tote Bag - BOF - Retargeting,Website Visitors - Canvas Tote Bag,DPA - Canvas Tote Bag,9.29,688,14,13.51,2.13,1,47.99
2025-05-21,2025-05-21,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,21.67,1210,11,17.91,0.99,1,31.99
2025-05-21,2025-05-21,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,7.3,314,3,23.24,1.14,0,0.0
2025-05-21,2025-05-21,Discontinued Boots - BOF - Retargeting,Website Visitors - Discontinued Boots,DPA - Discontinued Bo,38.53,4378,139,8.8,3.18,1,47.99
2025-05-21,2025-05-21,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,89.91,4892,43,18.38,0.9,1,31.99
2025-05-21,2025-05-21,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,15.3,1171,16,13.07,1.42,0,0.0
2025-05-21,2025-05-21,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,19.29,796,8,24.23,1.1,0,0.0
2025-05-21,2025-05-21,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,3.66,190,2,19.24,1.29,0,0.0
2025-05-21,2025-05-21,Standard Lanyard - BOF - Retargeting,Website Visitors - Standard Lanyard,DPA - Standard Lanyar,4.74,420,14,11.28,3.42,1,9.59
2025-05-21,2025-05-21,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,11.06,477,4,23.19,1.01,1,6.39
2025-05-22,2025-05-22,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,7.62,511,11,14.91,2.34,1,65.99
2025-05-22,2025-05-22,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,17.77,1089,9,16.32,0.87,1,44.0
2025-05-22,2025-05-22,Luxury Silk Scarf - BOF - Retargeting,Website Visitors - Luxury Silk Scarf,DPA - Luxury Silk Sca,6.13,643,14,9.54,2.25,1,53.99
2025-05-22,2025-05-22,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,14.32,1146,12,12.5,1.13,1,36.0
2025-05-22,2025-05-22,Polo Shirt - BOF - Retargeting,Website Visitors - Polo Shirt,DPA - Polo Shirt,12.97,1323,42,9.8,3.24,1,59.99
2025-05-22,2025-05-22,Polo Shirt - TOF - Interests,Broad Interests - Polo Shirt,Creative A - Polo Shirt,30.27,1436,19,21.08,1.33,1,39.99
